Time Instants,Lane 1,Lane 2,Lane 3,Lane 4
11:25,36,25,36,37
11:30,32,22,34,33
11:35,30,22,32,32
11:40,29,20,31,32
11:45,28,21,31,32
11:50,28,20,30,31
11:55,28,20,32,29
12:00,27,20,32,29
12:05,28,21,34,28
12:10,28,23,34,28
12:15,29,24,35,28
12:20,28,24,33,26
12:25,28,23,32,26
12:30,28,23,32,25
12:35,27,24,31,24
12:40,27,24,30,24
12:45,26,24,28,23
12:50,26,25,29,24
12:55,26,26,28,24
13:00,26,26,28,24
13:05,25,26,28,24
13:10,26,26,29,24
13:15,26,25,30,24
13:20,27,26,32,26
13:25,29,27,33,27
13:30,30,28,35,27
13:35,32,28,36,28
13:40,32,28,37,27
13:45,33,28,38,28
13:50,34,29,38,28
13:55,35,30,38,30
14:00,36,30,39,29
14:05,36,31,42,31
14:10,39,32,40,34
14:15,40,31,42,37
14:20,44,33,44,41
14:25,46,33,46,42
14:30,48,35,48,45
14:35,50,38,50,51
14:40,51,41,53,55
14:45,53,40,53,59
14:50,53,43,59,61
14:55,55,47,61,65
15:00,59,51,64,69
15:05,63,56,66,75
15:10,65,59,68,79
15:15,67,63,71,84
15:20,68,65,72,91
15:25,69,70,74,94
15:30,72,72,74,98
15:35,72,74,75,99
15:40,69,75,76,102
15:45,67,76,76,105
15:50,67,77,76,108
15:55,66,78,77,108
16:00,66,78,76,107
16:05,65,79,78,107
16:10,63,76,76,108
16:15,62,76,75,111
16:20,58,78,76,109
16:25,55,76,74,107
16:30,53,75,72,104
16:35,52,72,69,97
16:40,49,70,67,94
16:45,48,69,63,91
16:50,45,68,61,90
16:55,42,67,58,84
17:00,41,61,55,80
17:05,40,60,52,76
17:10,38,56,49,72
17:15,36,53,45,71
17:20,34,50,42,67
17:25,31,47,40,62
17:30,29,43,37,55
17:35,28,41,37,51
17:40,27,39,35,47
17:45,25,36,33,44
17:50,22,35,32,40
17:55,21,32,32,36
18:00,20,30,29,34
18:05,19,29,28,32
18:10,18,28,27,30
18:15,18,24,23,27
18:20,17,23,21,26
18:25,17,21,20,22
18:30,17,19,19,22
18:35,16,18,17,19
18:40,14,15,15,16
18:45,11,12,13,13
18:50,10,9,10,11
18:55,9,11,11,8
19:00,11,13,13,9
07:00,13,16,15,11
07:05,15,19,18,13
07:10,18,21,21,15
07:15,18,23,23,15
07:20,18,23,23,17
07:25,20,25,25,18
07:30,23,27,27,19
07:35,25,30,30,21
07:40,28,32,32,23
07:45,31,34,35,25
07:50,33,36,39,29
07:55,36,39,42,30
08:00,39,41,45,33
08:05,40,43,46,34
08:10,42,45,49,36
08:15,45,46,52,40
08:20,47,48,55,44
08:25,49,52,57,47
08:30,52,55,59,52
08:35,54,57,61,54
08:40,57,59,63,56
08:45,61,63,66,60
08:50,64,65,66,66
08:55,67,68,69,67
09:00,69,69,73,69
09:05,72,68,77,73
09:10,76,69,80,73
09:15,79,69,82,77
09:20,81,69,86,80
09:25,80,68,87,81
09:30,78,68,90,80
09:35,78,67,92,84
09:40,79,67,91,85
09:45,78,66,91,83
09:50,79,65,90,83
09:55,78,64,89,80
10:00,77,63,89,80
10:05,76,61,89,77
10:10,76,60,84,77
10:15,73,57,81,73
10:20,71,56,78,69
10:25,67,53,74,66
10:30,64,52,72,64
10:35,58,49,69,61
10:40,56,46,64,58
10:45,52,43,61,58
10:50,48,39,61,53
10:55,47,37,56,50
11:00,45,34,53,48
11:05,42,32,50,45
11:10,38,30,48,41
11:15,37,28,45,39
11:20,33,25,41,36
11:25,32,24,39,32
11:30,30,23,36,30
11:35,28,23,36,29
11:40,26,24,35,27
11:45,27,23,35,27
11:50,26,23,33,27
11:55,25,25,33,27
12:00,25,26,32,27
12:05,25,26,31,27
12:10,27,26,32,27
12:15,26,25,31,27
12:20,26,24,30,27
12:25,26,25,29,26
12:30,26,23,29,26
12:35,26,23,28,25
12:40,26,23,27,23
12:45,26,23,26,25
12:50,27,25,26,25
12:55,28,26,26,24
13:00,28,27,26,24
13:05,28,28,26,25
13:10,30,28,27,25
13:15,31,29,27,26
13:20,32,30,29,29
13:25,35,29,31,31
13:30,36,29,32,31
13:35,36,29,32,33
13:40,38,29,32,34
13:45,39,29,32,35
13:50,40,30,33,37
13:55,41,30,34,38
14:00,40,30,35,39
14:05,41,33,35,39
14:10,41,34,37,42
14:15,43,36,40,43
14:20,45,38,44,48
14:25,47,39,48,50
14:30,48,41,51,53
14:35,51,42,55,57
14:40,53,44,58,62
14:45,55,46,62,67
14:50,57,49,64,71
14:55,58,53,67,74
15:00,59,55,70,76
15:05,59,58,73,82
15:10,60,63,75,86
15:15,59,66,80,89
15:20,60,70,80,92
15:25,61,71,83,95
15:30,62,74,85,98
15:35,64,73,87,101
15:40,65,75,89,103
15:45,65,75,89,104
15:50,65,73,88,106
15:55,65,74,85,105
16:00,64,76,87,106
16:05,64,76,84,103
16:10,60,75,81,103
16:15,57,76,78,104
16:20,55,74,74,101
16:25,53,74,71,101
16:30,53,73,69,98
16:35,51,71,66,95
16:40,49,65,62,93
16:45,46,64,59,90
16:50,45,60,58,86
16:55,44,56,54,78
17:00,41,56,51,75
17:05,38,52,48,70
17:10,36,48,45,63
17:15,33,45,43,59
17:20,31,44,40,52
17:25,29,41,38,49
17:30,26,39,35,45
17:35,24,37,32,44
17:40,24,32,31,41
17:45,23,30,29,38
17:50,21,30,27,35
17:55,21,27,24,32
18:00,20,26,23,30
18:05,20,24,21,28
18:10,19,21,20,26
18:15,18,20,18,24
18:20,17,20,16,22
18:25,16,19,15,20
18:30,16,17,15,20
18:35,13,14,13,18
18:40,11,12,11,14
18:45,9,10,9,12
18:50,7,11,8,8
18:55,9,14,10,10
19:00,12,17,12,13
07:00,14,21,14,15
07:05,17,24,15,17
07:10,17,25,16,18
07:15,18,28,17,19
07:20,19,29,18,20
07:25,20,30,20,22
07:30,20,32,21,23
07:35,22,34,23,24
07:40,24,36,24,25
07:45,25,37,26,29
07:50,27,39,28,31
07:55,30,41,31,32
08:00,33,43,33,36
08:05,36,44,35,38
08:10,39,45,37,41
08:15,41,46,39,44
08:20,43,48,43,49
08:25,45,51,46,50
08:30,48,52,50,53
08:35,50,54,53,57
08:40,53,56,57,60
08:45,57,58,64,66
08:50,59,60,70,70
08:55,62,62,75,73
09:00,63,62,79,75
09:05,66,61,82,79
09:10,70,61,86,81
09:15,71,60,92,81
09:20,72,62,93,81
09:25,74,63,94,79
09:30,72,62,95,79
09:35,75,61,96,79
09:40,78,62,98,79
09:45,79,62,98,78
09:50,79,60,99,77
09:55,77,58,96,75
10:00,77,56,98,75
10:05,73,55,97,74
10:10,74,55,94,71
10:15,70,54,95,67
10:20,66,51,93,65
10:25,64,49,90,64
10:30,61,49,85,61
10:35,60,49,82,59
10:40,58,46,77,56
10:45,56,42,71,53
10:50,54,40,69,50
10:55,51,36,62,47
11:00,51,35,57,44
11:05,47,33,53,41
11:10,45,31,51,38
11:15,43,28,46,35
11:20,41,28,43,32
11:25,38,27,41,30
11:30,36,27,38,30
11:35,36,27,35,30
11:40,34,27,35,29
11:45,33,27,34,27
11:50,33,28,33,27
11:55,33,28,33,27
12:00,33,27,33,27
12:05,32,28,32,26
12:10,33,26,30,25
12:15,31,26,30,24
12:20,31,25,28,23
12:25,31,26,27,22
12:30,30,26,25,22
12:35,29,26,25,21
12:40,29,27,24,22
12:45,30,27,25,22
12:50,29,28,25,23
12:55,31,29,26,23
13:00,31,29,27,23
13:05,32,30,28,23
13:10,33,30,29,23
13:15,34,30,30,23
13:20,34,31,33,24
13:25,37,32,33,24
13:30,38,33,34,22
13:35,37,34,34,22
13:40,36,35,35,21
13:45,37,34,36,21
13:50,38,34,36,21
13:55,40,34,37,21
14:00,42,36,37,22
14:05,42,36,38,22
14:10,45,38,40,25
14:15,47,40,43,27
14:20,52,42,46,30
14:25,58,46,46,33
14:30,60,50,49,35
14:35,63,51,53,38
14:40,65,55,55,41
14:45,67,58,60,46
14:50,67,61,64,49
14:55,68,66,67,51
15:00,68,70,67,56
15:05,66,70,72,59
15:10,68,73,78,66
15:15,67,77,82,72
15:20,68,79,85,76
15:25,68,78,85,80
15:30,71,78,87,85
15:35,71,74,86,91
15:40,70,73,88,93
15:45,71,74,86,98
15:50,69,75,82,97
15:55,67,73,80,100
16:00,64,69,78,103
16:05,62,70,76,104
16:10,59,69,72,104
16:15,56,68,71,105
16:20,54,67,70,106
16:25,48,64,68,104
16:30,45,60,66,105
16:35,42,59,63,106
16:40,39,58,60,104
16:45,35,54,59,102
16:50,32,50,59,101
16:55,30,47,57,97
17:00,28,44,54,96
17:05,27,39,52,92
17:10,24,36,50,90
17:15,24,33,46,85
17:20,23,31,44,81
17:25,21,30,39,78
17:30,21,28,35,72
17:35,19,27,32,67
17:40,18,25,30,61
17:45,17,26,27,58
17:50,17,26,25,52
17:55,15,25,23,49
18:00,14,24,21,43
18:05,14,22,21,37
18:10,13,21,20,34
18:15,12,21,19,33
18:20,12,21,18,30
18:25,11,20,18,26
18:30,10,17,16,22
18:35,8,14,14,17
18:40,7,12,11,14
18:45,10,10,10,9
18:50,12,13,12,11
18:55,13,15,16,15
19:00,16,18,19,18
07:00,19,22,22,21
07:05,20,23,22,23
07:10,21,25,23,25
07:15,21,28,25,25
07:20,24,30,26,27
07:25,26,31,27,28
07:30,28,33,29,30
07:35,31,35,30,32
07:40,32,37,34,33
07:45,34,38,36,37
07:50,37,40,40,38
07:55,40,41,43,42
08:00,43,44,46,45
08:05,46,45,51,49
08:10,48,48,54,52
08:15,51,52,60,55
08:20,54,53,63,57
08:25,57,57,67,59
08:30,58,60,70,61
08:35,61,61,73,64
08:40,62,62,76,66
08:45,63,63,77,69
08:50,68,65,77,71
08:55,69,64,76,72
09:00,71,63,76,73
09:05,77,63,79,75
09:10,80,63,82,76
09:15,81,62,84,76
09:20,81,62,85,77
09:25,83,63,86,78
09:30,80,62,87,77
09:35,81,62,87,76
09:40,80,63,89,75
09:45,76,62,86,72
09:50,74,61,82,72
09:55,72,60,80,71
10:00,71,59,79,67
10:05,69,56,79,63
10:10,67,54,76,62
10:15,65,51,75,59
10:20,64,48,71,57
10:25,61,46,70,55
10:30,56,43,67,52
10:35,54,42,65,47
10:40,51,39,60,46
10:45,49,36,56,43
10:50,46,34,55,39
10:55,42,32,51,39
11:00,37,31,49,35
11:05,35,29,45,33
11:10,33,27,44,32
11:15,30,24,40,31
11:20,27,24,38,28
11:25,26,24,38,28
11:30,25,25,37,27
11:35,26,25,36,26
11:40,26,25,34,27
11:45,25,26,34,26
11:50,26,27,33,26
11:55,26,28,33,26
12:00,26,28,32,27
12:05,26,27,31,26
12:10,26,27,30,26
12:15,25,28,29,26
12:20,26,29,29,26
12:25,26,29,27,26
12:30,26,30,26,27
12:35,26,30,26,26
12:40,27,32,26,26
12:45,26,32,25,26
12:50,27,32,25,27
12:55,28,32,25,27
13:00,28,33,25,27
13:05,27,33,26,27
13:10,28,33,27,28
13:15,30,35,28,31
13:20,32,36,27,32
13:25,32,36,28,32
13:30,31,37,28,31
13:35,31,37,27,31
13:40,32,37,28,34
13:45,33,37,28,35
13:50,32,41,28,35
13:55,32,41,28,36
14:00,32,44,30,40
14:05,35,47,33,42
14:10,38,51,36,46
14:15,41,56,39,48
14:20,41,58,40,50
14:25,43,60,42,54
14:30,47,62,45,60
14:35,51,66,49,64
14:40,54,66,51,67
14:45,58,67,53,71
14:50,60,70,56,75
14:55,62,67,58,80
15:00,68,70,61,83
15:05,70,72,64,87
15:10,72,71,67,90
15:15,70,72,67,93
15:20,71,73,70,96
15:25,71,73,74,100
15:30,71,72,77,102
15:35,72,72,81,104
15:40,70,73,82,104
15:45,69,71,87,104
15:50,67,70,87,104
15:55,66,66,88,102
16:00,63,65,87,100
16:05,61,64,84,99
16:10,59,64,82,96
16:15,56,61,80,93
16:20,57,57,79,91
16:25,55,55,75,86
16:30,53,53,74,85
16:35,53,52,72,82
16:40,52,49,71,80
16:45,48,45,70,76
16:50,47,42,66,73
16:55,45,41,62,71
17:00,41,39,58,68
17:05,37,36,54,65
17:10,36,35,53,59
17:15,32,31,51,56
17:20,30,29,48,52
17:25,29,28,45,49
17:30,26,26,44,46
17:35,24,26,41,42
17:40,22,24,39,39
17:45,22,24,36,37
17:50,20,22,33,34
17:55,19,22,29,32
18:00,18,21,27,30
18:05,16,19,24,27
18:10,16,18,22,24
18:15,17,17,21,23
18:20,16,16,20,21
18:25,14,13,17,18
18:30,11,11,14,15
18:35,10,9,11,12
18:40,10,8,10,7
18:45,12,10,12,9
18:50,15,12,14,11
18:55,17,14,17,13
19:00,20,16,20,15
07:00,20,17,20,15
07:05,22,17,21,16
07:10,22,18,22,17
07:15,23,19,25,18
07:20,25,20,26,19
07:25,26,21,28,20
07:30,27,23,32,21
07:35,30,23,35,23
07:40,31,25,37,25
07:45,35,27,40,27
07:50,38,30,44,29
07:55,41,32,44,31
08:00,43,35,48,34
08:05,46,37,52,34
08:10,50,39,54,36
08:15,54,42,55,39
08:20,59,43,59,42
08:25,59,44,63,44
08:30,61,45,66,48
08:35,63,44,70,50
08:40,65,45,72,54
08:45,69,47,76,60
08:50,70,48,80,62
08:55,70,51,83,63
09:00,68,54,86,65
09:05,69,57,89,69
09:10,70,60,90,72
09:15,71,65,91,78
09:20,74,65,93,77
09:25,72,66,91,79
09:30,72,67,90,82
09:35,73,66,91,84
09:40,73,66,87,85
09:45,73,66,84,85
09:50,71,65,84,84
09:55,70,63,84,81
10:00,67,64,80,81
10:05,66,64,78,79
10:10,62,63,75,78
10:15,60,61,71,77
10:20,58,60,71,74
10:25,56,58,68,70
10:30,54,55,64,67
10:35,52,53,61,64
10:40,51,50,59,61
10:45,49,47,56,57
10:50,48,44,53,51
10:55,45,42,51,46
11:00,43,39,47,44
11:05,40,38,44,42
11:10,39,35,41,39
11:15,36,34,38,35
11:20,32,34,37,34
11:25,31,35,35,34
11:30,30,34,35,34
11:35,31,34,33,34
11:40,31,34,33,33
11:45,30,33,33,32
11:50,28,34,33,32
11:55,28,35,32,32
12:00,28,33,31,31
12:05,27,33,31,30
12:10,26,33,30,29
12:15,25,32,30,28
12:20,25,31,30,27
12:25,26,31,29,27
12:30,26,31,29,27
12:35,25,30,28,27
12:40,26,29,28,27
12:45,26,28,27,27
12:50,26,28,27,28
12:55,26,28,28,29
13:00,26,28,28,30
13:05,26,27,28,31
13:10,27,28,28,34
13:15,29,30,31,35
13:20,28,29,33,36
13:25,27,28,33,38
13:30,27,30,34,39
13:35,28,30,34,41
13:40,29,29,36,44
13:45,29,32,39,46
13:50,30,31,42,46
13:55,31,31,41,49
14:00,33,32,43,52
14:05,36,35,45,55
14:10,37,38,48,59
14:15,39,41,51,62
14:20,41,44,53,66
14:25,42,42,56,69
14:30,43,46,58,73
14:35,44,51,63,76
14:40,48,54,65,81
14:45,49,57,69,88
14:50,52,57,71,92
14:55,54,58,74,96
15:00,54,61,75,98
15:05,57,65,77,99
15:10,58,65,79,102
15:15,61,64,80,103
15:20,61,68,81,105
15:25,62,68,82,101
15:30,63,69,81,100
15:35,64,71,81,100
15:40,66,71,82,98
15:45,64,70,83,101
15:50,65,73,83,99
15:55,63,73,81,97
16:00,63,71,79,94
16:05,62,72,75,94
16:10,61,71,74,93
16:15,58,72,72,90
16:20,57,70,70,85
16:25,56,69,65,80
16:30,55,66,61,75
16:35,55,65,57,70
16:40,52,64,53,65
16:45,50,61,52,59
16:50,49,59,48,55
16:55,49,55,45,51
17:00,48,54,41,48
17:05,47,52,38,45
17:10,45,49,36,41
17:15,42,45,35,37
17:20,40,40,33,36
17:25,39,37,30,33
17:30,36,36,29,29
17:35,34,32,27,27
17:40,31,28,25,25
17:45,29,27,23,23
17:50,27,25,21,23
17:55,25,24,19,22
18:00,25,23,18,19
18:05,23,22,17,18
18:10,21,20,16,18
18:15,21,19,16,17
18:20,18,17,14,15
18:25,14,14,12,12
18:30,12,12,11,10
18:35,7,8,11,7
18:40,9,10,14,8
18:45,10,12,17,11
18:50,12,14,20,13
18:55,14,16,24,15
19:00,14,16,26,15
07:00,15,17,27,17
07:05,16,17,27,18
07:10,17,18,31,19
07:15,18,19,35,21
07:20,20,20,39,21
07:25,22,22,41,21
07:30,22,23,43,24
07:35,26,25,46,27
07:40,27,27,49,28
07:45,28,30,51,32
07:50,29,31,54,35
07:55,32,32,58,37
08:00,35,34,61,42
08:05,36,35,63,45
08:10,39,37,68,48
08:15,39,40,71,50
08:20,41,42,74,53
08:25,44,44,78,54
08:30,47,46,80,57
08:35,50,49,81,59
08:40,52,50,84,59
08:45,55,52,86,61
08:50,56,53,89,62
08:55,59,54,91,64
09:00,62,55,92,66
09:05,65,58,93,68
09:10,67,60,93,67
09:15,67,62,93,69
09:20,68,66,93,72
09:25,70,68,92,75
09:30,74,69,89,76
09:35,76,68,88,76
09:40,77,69,88,77
09:45,78,67,85,76
09:50,79,67,83,79
09:55,79,67,79,78
10:00,80,63,74,76
10:05,79,63,70,73
10:10,76,62,67,72
10:15,74,60,63,70
10:20,73,58,57,66
10:25,70,57,52,64
10:30,68,56,49,60
10:35,66,53,47,57
10:40,61,52,45,55
10:45,59,48,41,52
10:50,56,47,38,49
10:55,52,45,35,46
11:00,49,43,34,45
11:05,46,39,32,41
11:10,43,36,30,38
11:15,42,35,28,36
11:20,42,34,26,35
11:25,40,34,26,33
11:30,39,34,25,32
11:35,39,33,25,31
11:40,37,32,25,30
11:45,36,32,25,31
11:50,36,32,26,32
11:55,33,31,26,30
12:00,31,30,26,29
12:05,30,28,26,27
12:10,29,27,25,28
12:15,28,27,24,26
12:20,27,27,24,26
12:25,27,27,24,25
12:30,25,28,24,24
12:35,25,27,23,24
12:40,25,27,22,24
12:45,24,26,22,25
12:50,23,27,23,25
12:55,23,28,24,27
13:00,24,28,24,28
13:05,25,30,26,30
13:10,26,30,28,32
13:15,27,29,27,32
13:20,26,29,27,33
13:25,26,30,27,34
13:30,28,31,27,34
13:35,27,30,28,34
13:40,27,30,28,35
13:45,27,30,27,35
13:50,28,30,26,37
13:55,29,32,30,41
14:00,31,35,32,43
14:05,32,38,34,45
14:10,34,39,36,48
14:15,37,43,38,54
14:20,39,47,41,57
14:25,41,51,46,60
14:30,43,54,51,64
14:35,46,56,53,67
14:40,49,57,56,70
14:45,55,59,61,73
14:50,59,62,65,78
14:55,63,64,69,80
15:00,66,65,73,84
15:05,69,66,74,89
15:10,71,69,78,92
15:15,75,71,82,94
15:20,79,72,84,99
15:25,78,73,86,102
15:30,79,75,87,104
15:35,79,76,87,105
15:40,77,76,88,107
15:45,75,79,89,106
15:50,75,77,88,103
15:55,71,76,86,103
16:00,66,74,87,101
16:05,64,74,85,99
16:10,60,68,82,96
16:15,56,68,81,95
16:20,53,66,77,89
16:25,52,61,74,87
16:30,48,59,71,87
16:35,46,57,70,83
16:40,45,56,65,80
16:45,43,54,63,76
16:50,41,54,60,72
16:55,42,49,59,66
17:00,42,47,55,63
17:05,39,45,52,60
17:10,39,43,48,55
17:15,37,40,43,52
17:20,34,37,40,47
17:25,32,35,37,44
17:30,31,33,35,40
17:35,28,30,30,38
17:40,26,29,28,35
17:45,24,25,27,31
17:50,22,24,26,28
17:55,20,23,25,26
18:00,19,22,23,25
18:05,18,20,21,23
18:10,18,18,20,21
18:15,15,16,18,17
18:20,13,13,15,15
18:25,10,11,12,12
18:30,9,10,9,8
18:35,12,12,11,9
18:40,15,16,13,12
18:45,18,19,16,14
18:50,21,22,19,15
18:55,22,23,21,15
19:00,24,24,23,16
07:00,27,25,25,17
07:05,28,26,24,17
07:10,31,26,25,18
07:15,34,26,26,18
07:20,36,27,28,19
07:25,37,29,28,22
07:30,40,31,29,22
07:35,42,35,31,24
07:40,44,38,33,25
07:45,46,38,37,27
07:50,49,43,41,28
07:55,50,46,45,29
08:00,53,49,48,32
08:05,57,50,53,33
08:10,60,52,57,34
08:15,62,53,61,35
08:20,65,53,63,38
08:25,69,56,64,40
08:30,71,56,68,42
08:35,75,58,70,48
08:40,77,60,71,50
08:45,79,62,73,52
08:50,79,62,77,58
08:55,81,64,79,61
09:00,83,64,80,64
09:05,82,64,82,66
09:10,82,65,86,69
09:15,81,64,87,70
09:20,82,63,90,71
09:25,81,63,88,73
09:30,80,62,86,75
09:35,77,58,86,76
09:40,74,60,86,77
09:45,73,57,87,79
09:50,69,55,83,78
09:55,64,52,81,77
10:00,60,53,79,77
10:05,56,51,78,77
10:10,54,51,76,74
10:15,49,50,73,73
10:20,46,47,70,69
10:25,41,47,66,66
10:30,37,44,62,67
10:35,36,42,61,65
10:40,32,37,60,62
10:45,30,35,57,58
10:50,28,33,54,56
10:55,26,32,52,53
11:00,23,29,48,52
11:05,21,28,45,48
11:10,23,29,44,45
11:15,22,29,42,42
11:20,22,29,38,41
11:25,23,29,38,41
11:30,22,27,38,41
11:35,23,27,36,41
11:40,24,28,36,41
11:45,24,28,37,40
11:50,24,27,36,37
11:55,23,26,34,37
12:00,23,26,33,35
12:05,23,25,31,34
12:10,22,25,29,32
12:15,23,25,29,31
12:20,23,25,29,30
12:25,23,24,28,29
12:30,23,25,29,31
12:35,24,25,29,32
12:40,25,26,30,32
12:45,26,26,30,33
12:50,27,27,31,35
12:55,27,28,31,36
13:00,27,28,33,37
13:05,28,29,33,39
13:10,28,30,33,38
13:15,28,30,33,39
13:20,27,29,34,41
13:25,27,30,36,43
13:30,27,29,36,46
13:35,28,29,37,47
13:40,28,30,37,48
13:45,28,31,38,51
13:50,30,33,41,55
13:55,31,34,44,58
14:00,33,37,46,60
14:05,34,40,46,64
14:10,36,45,49,66
14:15,39,47,53,71
14:20,41,50,57,78
14:25,43,54,60,83
14:30,44,56,64,87
14:35,46,60,64,90
14:40,48,62,66,93
14:45,51,64,70,98
14:50,52,63,70,103
14:55,54,65,70,104
15:00,56,67,72,103
15:05,57,68,74,103
15:10,59,71,74,105
15:15,61,73,78,110
15:20,63,75,79,111
15:25,64,77,79,109
15:30,62,80,81,105
15:35,61,81,82,104
15:40,61,81,81,103
15:45,61,79,80,101
15:50,61,80,78,98
15:55,62,76,76,90
16:00,60,74,72,85
16:05,59,72,70,83
16:10,60,68,67,80
16:15,61,66,65,77
16:20,60,63,63,71
16:25,62,62,62,66
16:30,59,56,60,62
16:35,56,56,56,60
16:40,54,52,55,57
16:45,52,47,52,51
16:50,50,46,48,46
16:55,47,43,46,42
17:00,46,40,44,39
17:05,42,36,40,36
17:10,39,35,35,33
17:15,37,32,33,30
17:20,36,32,30,28
17:25,34,30,29,26
17:30,32,26,29,24
17:35,30,24,27,23
17:40,27,22,25,22
17:45,26,22,23,21
17:50,26,21,22,19
17:55,25,20,21,18
18:00,24,18,21,16
18:05,23,18,20,15
18:10,20,17,17,13
18:15,18,14,13,10
18:20,15,12,11,8
18:25,8,8,9,6
18:30,10,10,11,7
18:35,13,12,14,9
18:40,15,14,18,11
18:45,18,16,21,12
18:50,20,16,23,13
18:55,20,16,26,14
19:00,21,17,28,15
07:00,24,19,29,16
