Time Instants,Lane 1,Lane 2,Lane 3,Lane 4
16:10,71.39341,60.19722,74.946365,100.13658
16:15,71.47136,55.116802,76.89962,100.83506
16:20,70.114075,53.390705,79.44076,100.80595
16:25,67.70736,51.37305,78.284904,100.565414
16:30,65.095055,48.874454,76.520424,98.44706
16:35,63.121536,45.23403,74.30099,94.7637
16:40,62.451042,43.810467,71.535736,94.715195
16:45,61.63356,41.735638,68.706955,91.93933
16:50,58.371716,41.119446,68.005806,90.067276
16:55,55.28657,38.228844,63.281826,86.61825
17:00,54.68839,35.6225,62.482525,80.419556
17:05,55.08756,33.35171,60.92326,78.332855
17:10,54.15555,33.255123,57.78826,75.75774
17:15,50.487442,32.58328,55.45531,72.19777
17:20,46.960037,31.38073,52.953213,65.73251
17:25,43.250908,27.82421,49.84495,62.434917
17:30,40.58762,26.315779,46.60779,58.42773
17:35,38.062164,27.179415,41.948006,54.2676
17:40,34.72071,23.932003,36.513332,50.91235
17:45,33.30259,21.19687,36.205063,45.01054
17:50,32.231834,20.291452,33.664303,42.47971
17:55,30.292454,18.932032,29.248928,39.67534
18:00,29.385633,18.833208,26.504486,37.253857
18:05,27.10414,17.440214,25.43449,35.886177
18:10,24.784504,15.7722435,24.753899,33.127125
18:15,24.164707,15.885311,25.405203,32.921436
18:20,22.250633,14.855526,23.27638,31.190111
18:25,20.226332,14.620293,21.72073,28.861692
18:30,18.115433,13.916523,21.517488,25.977802
18:35,17.121908,12.762435,20.61152,23.418556
18:40,16.690367,12.877845,20.267954,23.015522
18:45,17.03833,13.230908,19.195698,21.64408
18:50,14.7801485,11.188318,15.878424,17.003729
18:55,12.799988,8.845998,13.078233,13.510135
